Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
-1973,131 min,"Action, Fantasy",5.7,10,T. Madhava Rao,Sanjeev Kumar,Rita Haksar,Sujit Kumar
-1980,,Romance,,,Zia-ur-Rasheed,Rahat Kazmi,Khalid Nizami,Suresh Oberoi
-1998,,Drama,,,Sathish Ranjan,Aafreen,Jeetraj,Anwar Khan
-2020,139 min,Comedy,5.9,"3,011",Abhishek Sharma,Manoj Bajpayee,Fatima Sana Shaikh,Vijay Raaz
-1950,,,,,O.P. Dutta,Rehana,Shyam,Gope
-1992,,Drama,,,Kunal Kapoor,Huma Khan,Sangeeta Naik,Syed Rizwanullah
-1979,132 min,"Action, Adventure, Crime",7.3,95,Ravikant Nagaich,Ranjeeta Kaur,Mithun Chakraborty,Bhushan Jeevan
-1995,148 min,"Action, Romance, Thriller",4.1,188,Anand,Raju Mavani,Saif Ali Khan,Aditya Pancholi
-1993,140 min,Drama,,,K.S. Ravikumar,,,
-2014,100 min,"Adventure, Drama, Thriller",6.3,68,Sanjay Talreja,Barkha Madan,Sumit Suri,Vineeta Malik
-1985,134 min,"Action, Crime, Drama",5.4,16,Ashok Tyagi,Naseeruddin Shah,Moon Moon Sen,Suresh Oberoi
-2004,,"Romance, Thriller",5.6,5,Partho Ghosh,Milind Soman,Nataneya Singh,Amrish Puri
-1969,,,,,Sharad Desai,Jeevan,Ashish Kumar,Amrit Patel
-2019,110 min,Action,,,Hemanth Naik K. Holalkere,Rani Padmaja Chauhan,Ramesh Paltya,Amrutha V. Raj
-1989,,"Action, Drama",6.5,43,Esmayeel Shroff,Raaj Kumar,Vinod Khanna,Raj Babbar
-1933,,,,,Dhirubhai Desai,Udwadia,Alaknanda,Gulab
-1997,,Drama,,,Uday Shankar Pani,Sudhir Dalvi,Sunila Devi,Puneet Issar
-1992,161 min,"Fantasy, Horror",4.5,923,Rakesh Kumar,Salman Khan,Amrita Singh,Sheeba
-1977,,Drama,,,Datta Chauhan,Prabhakar,Mahesh Raj,Shabana
-1963,,Family,,,Mahendra Pran,,,
-1987,140 min,Drama,7.3,26,Shyam Benegal,Shabana Azmi,Om Puri,Kulbhushan Kharbanda
-2019,111 min,Mystery,,,Ajay Yadav,Ashwani,Antara Banerjee,Madhumita Biswas
,,Comedy,,,Dhiraj Kumar,Arun Bali,Manu Rishi Chadha,Isabelle Kaif
-1987,,Drama,6.3,37,Chandrakant Joshi,Girish Karnad,Smita Patil,Nilu Phule
-1957,,"Musical, Drama, Fantasy",7.1,15,Vedantam Raghavaiah,Akkineni Nageshwara Rao,Saroja Devi B.,Shyama
-1983,,Drama,,,E. Daniels,Benjamin Gilani,A.K. Hangal,Neelam Mehra
-2004,189 min,Drama,8.2,"85,340",Ashutosh Gowariker,Shah Rukh Khan,Gayatri Joshi,Kishori Ballal
-1946,,,,,Nagendra Majumdar,Madhav Kale,Gohar Karnataki,Nagendra Majumdar
-2010,,"Drama, Fantasy, Horror",3.7,18,Manoj Sharma,Rikkee,Manoylo Svitlana,Ishrat Ali
-1977,129 min,Drama,6.5,196,Basu Chatterjee,Shabana Azmi,Girish Karnad,Utpal Dutt
-1941,152 min,,,,Abdul Rashid Kardar,Sitara Devi,Paidi Jairaj,Jeevan
-2007,140 min,Drama,6.8,374,Ganesh Acharya,Manoj Bajpayee,Juhi Chawla,Maninder Wasu
-1993,118 min,Action,,,Madhu,Jaya Prada,Srinath,Vishnuvardhan
-2012,90 min,"Animation, Action, Adventure",7.6,37,Chetan Sharma,Mahesh Vettiyar,,
-1982,151 min,"Action, Drama",6.3,87,Dev Anand,T.K. Desai,Dev Anand,Mithun Chakraborty
-1955,,Biography,6.5,12,Amar Mullick,Ajit Prakash,Bharati Devi,Anubha Gupta
-1942,,,,,Wajahat Mirza,Keki Adajania,,
-1942,,,,,Zia Sarhadi,Bhudo Advani,Eddie Billimoria,Kaushalya
-1980,,Documentary,,,Ram Mohan,,,
-2003,90 min,,6.9,19,Anwar Jamal,Alka Amin,Tannishtha Chatterjee,Mandakini Goswami
-1986,,Drama,5.1,106,K. Bapaiah,Jeetendra,Jaya Prada,Mithun Chakraborty
-1937,,,,,Mohan Sinha,Radharani,O.K. Dar,Senhlata
-1990,160 min,Drama,6.7,"1,255",David Dhawan,Rajesh Khanna,Govinda,Madhavi
-2003,103 min,Thriller,,,Subodh Govil,Ajay,Sonu Chaudhary,Rekha Gautam
-1991,,"Drama, Family",2.8,9,Swaroop Kumar,Raj Babbar,Sumeet Saigal,Aasif Sheikh
-1935,,,,,Imtiaz Ali Taj,Khurshid Begum,Umra-o-Zia Begum,
-1978,164 min,"Comedy, Drama, Romance",5.5,57,Narayana Rao Dasari,Sanjeev Kumar,Jeetendra,Vinod Mehra
-1945,,,5.9,9,Debaki Bose,Biman Bannerjee,Padmadevi,
-1959,,Drama,,,Kanhaiyalal Chaturvedi,Sarita Devi,Raaj Kumar,
-1991,,"Action, Crime, Drama",6.2,64,Vimal Kumar,Mithun Chakraborty,Shilpa Shirodkar,Sumalatha
-1944,,,,,Bhalji Pendharkar,Leela,,
-1986,,,,,Radhakant,Rana Jung Bahadur,Shafi Inamdar,Anupam Kher
-1939,,,,,Mohan Sinha,Veena,Jeevan,Sushil Kumar
,,Drama,,,Mahesh Manjrekar,,,
-1997,,Romance,,,Shashikumar,Sudharani,Umashree,Vajramuni
-1986,151 min,Drama,6.7,103,Kranthi Kumar,Shashi Kapoor,Sharmila Tagore,Meenakshi Sheshadri
-1991,,Drama,3.9,13,Mahesh Bhatt,Waheeda Rehman,Sadashiv Amrapurkar,Mahesh Anand
-1980,161 min,"Comedy, Drama, Romance",7.4,85,P. Sambasiva Rao,Shashi Kapoor,Sanjeev Kumar,Moushumi Chatterjee
-1973,,Drama,6.9,14,Sudhendu Roy,Mahendra Sandhu,Hansa Maker,Kishore Kapoor
-1983,170 min,"Comedy, Drama",6.1,22,Zaheer D. Lari,Vinod Mehra,Shabana Azmi,Prema Narayan
-2021,,Drama,,,Rupender Verma,Rupender Verma,Priyanka Karandikar,Rupender Verma
-2014,103 min,"Drama, Fantasy",,,Sohini Dasgupta,,,
-2012,,Drama,,,Spencer Mathew,Girish Karnad,Meghana Mudiyam,
-1999,,Thriller,,,,,,
-2017,116 min,"Comedy, Drama, Romance",3.4,244,Hasnain Hyderabadwala,Himansh Kohli,Zoya Afroz,Darshan Jariwala
-1981,,Romance,,,Ish Nanda,Kalpana Iyer,Satyendra Kapoor,Shreeram Lagoo
-2021,130 min,"Action, Thriller",4.2,11,Mustufa Raj,Armen Grayg,Hanif Hilal,Naren Kumar
-2018,104 min,Drama,8.7,93,Kireet Khurana,Subrat Dutta,Pitobash,Manoj Pahwa
-2007,153 min,"Comedy, Drama, Family",5.6,"4,409",Siddharth Anand,Saif Ali Khan,Rani Mukerji,Javed Jaffrey
,93 min,"Action, Drama, Thriller",,,Nirang Desai,Priyanka Bose,Neeraj Kabi,Prasenjit Chatterjee
-1999,179 min,"Drama, Musical, Romance",6.7,"5,068",Subhash Ghai,Akshaye Khanna,Anil Kapoor,Aishwarya Rai Bachchan
-2021,,Fantasy,,,Ram Madhvani,Amitabh Bachchan,,
-2020,101 min,"Action, Drama",7.3,25,Ritam Srivastav,Dilip Arya,Indraneel Bhattacharya,Shashi Chaturvedi
-2001,,Musical,2.9,14,Atul Harishanker,,,
-1994,,Drama,,,,,,
-2018,70 min,"Action, Drama",,,Prashast Singh,Prashast Singh,,
-1982,,"Action, Drama",5.9,7,Narendra Bedi,Vinod Khanna,Parveen Babi,Rakhee Gulzar
-1995,180 min,"Crime, Romance",4.8,90,Talat Jani,Dharmendra,Shatrughan Sinha,Kajol
-2005,,Action,,,Meghna Naidu,Prashanth,,
-1989,,Action,5.5,98,David Dhawan,Sanjay Dutt,Govinda,Anita Raj
-2011,,Action,,,Rakesh Sharma,Ishrat Ali,Sudesh Berry,Muni Jha
-2004,163 min,"Action, Fantasy, Thriller",4.5,"2,781",Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Vatsal Sheth,Ayesha Takia
-1999,133 min,Action,4.4,21,Gopi Sapru,Mithun Chakraborty,Divya Dutta,Neelu Hasan
-2013,108 min,"Adventure, Drama, Thriller",7.2,"11,709",Aditya Datt,Paresh Rawal,Rajeev Khandelwal,Tina Desai
-2003,154 min,Action,4.7,24,Sisir. P. Mishra,Ishrat Ali,Sadashiv Amrapurkar,Arjun
-1990,135 min,Drama,5.6,8,Sohanlal Kanwar,Sujata Mehta,Chunky Panday,Nana Patekar
-2021,,Thriller,,,Milan Luthria,Tara Sutaria,Ahan Shetty,Swati Kapoor
-2005,117 min,Romance,,,Asif Ali,Asif Ali,Uttar Kumar,Sweta
-1982,,Action,,,Jyoti Sarup,Navin Nischol,Beena Banerjee,Mohan Gokhale
-2004,,"Crime, Drama, Thriller",,,Mohammad Farooq,Shakeb Khan,Naina Rawal,Mahek
-2005,105 min,Thriller,,,Jaspal Neelam,Poonam Dasgupta,Rajesh Sabharwal,Aman Sagar
-1945,121 min,"Drama, Family",,,Jayant Desai,K.L. Saigal,Suraiya,Mubarak
-1993,134 min,"Action, Drama",4.7,142,Mahesh Bhatt,Mithun Chakraborty,Pooja Bhatt,Anupam Kher
-2005,,Action,,,Saloni Aswani,Mukesh Khanna,Suman,
,,Romance,,,Prakash Raj,Taapsee Pannu,Ali Fazal,Shriya Saran
-1992,168 min,"Action, Adventure, Thriller",5.7,316,Anil Sharma,Dharmendra,Naseeruddin Shah,Mukesh Khanna
-1986,117 min,"Action, Drama, Horror",5.4,169,Shyam Ramsay,Tulsi Ramsay,Rana Jung Bahadur,Hemant Birje
-2001,,Horror,,,Kishan Shah,Birbal,Hemant Birje,Amit Kapoor
-1993,139 min,"Crime, Mystery",5.3,26,A. Jagannathan,Mahesh Anand,Sulabha Arya,Laxmikant Berde
-2020,143 min,"Action, Thriller",7.5,"3,703",Bejoy Nambiar,Jim Sarbh,Harshvardhan Rane,Pulkit Samrat
-1956,138 min,"Drama, Music",6.6,8,Nandlal Jaswantlal,Vyjayanthimala,Pradeep Kumar,Bipin Gupta
,,Drama,,,Sunil Babbar,Vipin Sharma,Nadia Lanfranconi,Rajendra Gupta
-1956,,,,,Dwarka Khosla,Smriti Biswas,Daljeet,Maruti
-1941,,,,,Indurani,Nazir,Suraiya,
-2003,235 min,"Drama, History, Romance",6.7,51,Robin Khosla,Shahbaaz Khan,Kulbhushan Kharbanda,Raghu Khosla
-2005,164 min,"Drama, History, Musical",5,161,Akbar Khan,Zulfi Sayed,Sonya Jehan,Kabir Bedi
-1957,,,,,Dwarka Khosla,Jeevan,Ranjan,Shammi
-1981,140 min,"Action, Adventure",5.7,12,Nikhil Saini,Raj Babbar,Smita Patil,Naseeruddin Shah
-2016,,Drama,,,Shams Tanweer,Radha Bhatt,Donal Bisht,Harshul Mehta
-2015,,Drama,7.4,19,Sunil Prem Vyas,Sulabha Arya,Anang Desai,Yash Eshawari
,,"Action, Drama, History",,,Karan Johar,Kareena Kapoor,Anil Kapoor,Alia Bhatt
,,Drama,,,Mustajab Malik,Swaraj,,
-2019,121 min,Drama,6.1,50,Anamika Haksar,Ravindra Sahu,Raghuvir Yadav,Gopalan
-1995,143 min,"Action, Crime, Drama",4.6,195,Bharat Rangachary,Naseeruddin Shah,Sunil Shetty,Sonali Bendre
-1980,157 min,Drama,5.4,36,K. Bapaiah,Sanjeev Kumar,Jeetendra,Zeenat Aman
-1956,,,,,Hemen Gupta,Smriti Biswas,Helen,Iftekhar
-1958,182 min,Drama,6.7,19,Mahesh Kaul,Rajendra Kumar,Kamini Kadam,Sajjan
-1938,127 min,,,,Sohrab Modi,Naseem Banu,Gajanan Jagirdar,Navin Yagnik
-1957,,,,,Vishram Bedekar,Ashok Kumar,Bina Rai,Gajanan Jagirdar
-2012,140 min,"Crime, Drama, Mystery",7.2,"40,234",Reema Kagti,Priyamvada Narayanan,Aamir Khan,Kareena Kapoor
-2003,153 min,"Action, Drama, Mystery",4.7,"1,411",Suneel Darshan,Rakhee Gulzar,Akshay Kumar,Kareena Kapoor
-1996,157 min,"Crime, Drama",4.3,34,Shyam Ramsay,Tulsi Ramsay,Jackie Shroff,Juhi Chawla
-1983,,Action,,,Sunil Chadha,Neelam Mehra,Javed Khan,Pushpa Soni
-1941,,Drama,,,,,,
-1969,175 min,"Romance, Thriller",6.6,155,O.P. Ralhan,Rajendra Kumar,Sharmila Tagore,O.P. Ralhan
-1935,,,6.8,11,Chimanlal Luhar,Jaddanbai,Nargis,Qamar Jahan
,,Drama,,,Prakash Saini,Sunil Tamang,Anju Gaur,Sachin Dhangar
-2009,65 min,"Animation, Family, History",5.5,6,Renju Ramesh,Neenu Babu,Prosenjit Ganguly,Baiju Gopinath
-2009,66 min,Animation,6.3,6,Renju Ramesh,,,
-1934,,,,,Mubarak,,,
-1934,,,,,Jagatrai Pesumal Advani,Sardar Akhtar,,
-2020,83 min,"Crime, Drama, Romance",5.4,56,Anurag Jha,Yash Krishnani,Anurag Jha,Harshita Awale
-2015,132 min,"Crime, Drama, Mystery",8.2,"32,313",Meghna Gulzar,Irrfan Khan,Konkona Sen Sharma,Neeraj Kabi
-1938,,,,,Dhirubhai Desai,Sultana,,
-1956,,,,,Dwarka Khosla,Manher Desai,Anwar Hussain,Maruti
-1946,,,,,Nagendra Majumdar,,,
-1988,165 min,"Action, Romance",4,50,Ramesh Ahuja,Jeetendra,Rajinikanth,Amrita Singh
-2014,113 min,"Crime, Romance",4.4,308,Navneet Behal,Nikhil Dwivedi,Richa Chadha,Damandeep Singh
-1969,,"Drama, Family",6.2,12,Kolli Pratyagatma,Biswajit Chatterjee,Mala Sinha,Shashikala
-1998,127 min,Drama,6.8,302,Mahesh Bhatt,Paresh Rawal,Pooja Bhatt,Sharad S. Kapoor
-1942,,,,,Phani Majumdar,Leela Desai,Krishna Chandra Dey,Paidi Jairaj
-1988,298 min,Drama,,,Govind Nihalani,Uttara Baokar,A.K. Hangal,Pankaj Kapur
-1952,127 min,Drama,7.6,38,Phani Majumdar,Dev Anand,Meena Kumari,Bipin Gupta
-1942,,Comedy,,,Dwarka Khosla,Sardar Akhtar,Urmila,Gope
-2015,139 min,"Comedy, Drama, Romance",7.3,"24,623",Imtiaz Ali,Deepika Padukone,Ranbir Kapoor,Sushma Seth
-2001,,Drama,6.5,13,Dil Kumar,Raza Murad,Birbal,Satnam Kaur
-1999,124 min,"Drama, Thriller",,,Kishan Shah,Reetu,Barkha,Raj Premi
-2005,,Thriller,,,,,,
-1986,115 min,Drama,5.1,37,Anand,Govinda,Kushboo,Jyoti Patel
-1972,139 min,"Action, Crime, Drama",5.6,29,Naresh Kumar,Rajendra Kumar,Mumtaz,Sujit Kumar
-1955,120 min,"Drama, Family",8.4,5,Lekhraj Bhakri,Shammi Kapoor,Balraj Sahni,Anita Guha
-2005,142 min,"Action, Adventure, Drama",6,"1,789",Mani Shankar,Ajay Devgn,Bobby Deol,Sanjay Dutt
-1961,,,,,Ram Narayan Gabale,Karan Dewan,Usha Kiran,Chaman Puri
-1972,,"Drama, Romance",,,Jagdish Nirula,Anil Dhawan,Rehana Sultan,Shatrughan Sinha
-1991,,Thriller,,,I.V. Sasi,,,
-2020,135 min,"Action, Biography, Drama",7.6,"22,344",Om Raut,Ajay Devgn,Saif Ali Khan,Sharad Kelkar
-1987,,Romance,,,Ramprasad Chakraborty,Mina Chakraborty,Dipankar Dey,Neena Gupta
-2021,155 min,Thriller,8.7,20,Parvinder Singh Wraich,Harkiran Kaur Wraich,Muntazir Ahmad,Sunny Gill Ambersariya
-2016,,Crime,,,Chanakya Chatterjee,Aditya Banerjee,Anjana Das,Priya Kapoor
-1943,122 min,"Drama, Musical, Romance",7.5,26,Jayant Desai,K.L. Saigal,Khurshid Begum,Mubarak
-2003,,Horror,,,Jagdish Gautam,Rakesh Komar,Sara Khan,Prithvi
-2011,113 min,"Comedy, Drama, Romance",6.8,"13,804",Aanand L. Rai,Madhavan,Kangana Ranaut,Jimmy Sheirgill
-2015,128 min,"Comedy, Drama, Romance",7.6,"26,843",Aanand L. Rai,Kangana Ranaut,Madhavan,Jimmy Sheirgill
-1988,,Drama,,,M R Sethi,,,
-1976,133 min,"Drama, Family",7.2,48,Anil Ganguly,Rakhee Gulzar,Parikshit Sahni,Asrani
-2021,,Romance,,,Mahaveer Shringi,Rajesh Dubeay,Kanchan Mishra,Sania Mistry
-2000,144 min,Drama,6,20,Jayprakkash Shaw,Tara Deshpande,Ellora Patnaik,Parvin Dabas
-1970,,Action,,,Helen,Mahesh Kumar,,
-1984,,Action,,,K.S.R. Das,Chiranjeevi,Madhavi,Silk Smitha
-1983,,"Action, Drama, Romance",5.8,88,Brij,Mithun Chakraborty,Zeenat Aman,Hema Malini
-1967,108 min,"Drama, Family",6.3,35,A. Salaam,Bharat Bhushan,Shalini,Farida Jalal
-1958,,"Drama, Family",,,A.S. Arora,Karan Dewan,Shyama,Madan Puri
-1982,,"Action, Drama",4.9,18,Babbar Subhash,Mithun Chakraborty,Ranjeeta Kaur,Amjad Khan
-1991,,Drama,,,Anu Dhawan,Manik Irani,Huma Khan,Ashok Mann
-2002,,Action,5.1,7,Surinder Kapoor,Hemant Birje,Chandrashekhar,Dharmendra
-1990,217 min,"Action, Crime, Drama",4.2,40,Anand Gaekwad,Jeetendra,Moushumi Chatterjee,Govinda
-1995,,Romance,,,Tilakdhari Tripathi,Kumar Ambar,Bandini Mishra,Vicky Pal
-1939,,,,,Narmada Shankar,,,
-1995,162 min,"Action, Comedy, Fantasy",6.5,414,K. Muralimohana Rao,Venkatesh Daggubati,Raveena Tandon,Asrani
-1948,,Action,,,Neelam,Rajan,Habib,Chandrika
-1944,,,,,Hemen Gupta,Iftekhar,Jamuna,
-2019,120 min,Drama,7.3,31,Rajiev Dhingra,Ranjit Bawa,Nazia Hussain,Gurpreet Ghuggi
-1994,,Fantasy,,,Sukhdev Ahluwalia,Shweta Bawa,Birbal,Narendra Chanchal
-1934,,Drama,,,Chandulal Shah,Keki Adajania,M. Bhagwandas,Bhupatrai
-2022,,Romance,,,Samar Iqbal,Harshvardhan Rane,Angira Dhar,
-2013,110 min,Drama,5.5,43,Kumar Raj,Rekha Rana,Rohan Shroff,Ashish Saleem
-1945,,,,,Raja Nene,Shobhna Samarth,Vasant Thengadi,Anant Marathe
-1979,111 min,"Musical, Romance",6.9,37,Deepak Bahry,Mithun Chakraborty,Ranjeeta Kaur,Master Bhagwan
-1951,,"Drama, Romance",7.1,135,Ram Daryani,Madhubala,Dilip Kumar,Shyama
-2018,,Thriller,,,Sanoj Mishra,Vishal Malhotra,Urmay Rathod,Ruchika
-1984,171 min,Drama,6.9,47,Kumar Shahani,Amol Palekar,Smita Patil,Shreeram Lagoo
-1952,,,,,Ajit,Jeevan,Manorama,Munawwar Sultana
-1937,,,,,Kikubhai Desai,Gohar,Ibrahim,Sardar Mansur
-1997,144 min,"Action, Crime, Drama",4.5,589,Vimal Kumar,Akshay Kumar,Sonali Bendre,Mohnish Bahl
-2003,,,,,Khalid Mohamed,Raveena Tandon,Munnavar Khan,
-1995,122 min,Drama,7.6,73,Sandip Ray,Mohan Agashe,Barun Chakraborty,Champa
-1984,136 min,"Action, Crime, Drama",4.6,9,Ravikant Nagaich,Mithun Chakraborty,Leena Das,Dinesh Hingoo
-2000,156 min,"Mystery, Thriller",5,233,Esmayeel Shroff,Nana Patekar,Tabu,Shilpa Shetty Kundra
-1995,140 min,"Drama, History",7.2,67,K. Bikram Singh,Savita Bajaj,Babita Bhardwaj,Pradeep Bhatnagar
-2019,104 min,Drama,8.1,31,Neelam r Singh,Vandana Asthana,Rahul Chahan,Poonam Ingle
-1984,,Animation,,,Ram Mohan,,,
-1970,131 min,Action,3.8,6,Chandrakant,Chandgiram,Shabnam,K.N. Singh
-1965,,Action,,,Shiv Kumar,Chitra,Azaad Irani,Ranjan Kapoor
-1987,,Action,,,Leena Das,Ranjan Kapoor,Viju Penkar,Mohan Sherry
-1964,,Action,,,A. Shamsheer,Master Bhagwan,Bela Bose,Chitra
-1965,128 min,"Action, Adventure, Romance",5.6,27,A. Shamsheer,Randhawa,Mumtaz,Bela Bose
-1964,,"Action, Adventure",,,Radhakant,Laxmi Chhaya,Chitra,Mohan Choti
-1964,,Action,,,Chitra,Azaad Irani,Kamal Kapoor,Shyam Kumar
-1963,,Action,,,Helen,Azaad Irani,Sheila Kashmiri,Nilofer
-1966,,Action,,,Habib,Hercules,Indira,Maqbool
-1963,,Adventure,,,Radhakant,Azaad Irani,Arvind Pandya,Chitra
-1966,136 min,Adventure,3.8,9,Baboobhai Bhanji,Azaad Irani,Sunita,B.M. Vyas
-1965,,"Action, Adventure",6.7,15,Kedar Kapoor,Dara Singh,Mumtaz,Master Bhagwan
-1968,,Action,,,Sushil Gupta,Indira,Azaad Irani,Nazeer Kashmiri
-1966,,Action,,,Habib,Azaad Irani,Noor Jehan,Rajan Kapoor
-1962,,Action,,,A.R. Zamindar,Ameena,Aruna Irani,Azaad Irani
-2002,99 min,"Action, Adventure, Musical",4.5,11,Pratap Singh,Hemant Birje,Ritika Singh,Raza Murad
-2008,120 min,"Action, Drama, Romance",3.9,"5,037",Vijay Krishna Acharya,Akshay Kumar,Saif Ali Khan,Kareena Kapoor
,,"Comedy, Thriller",,,Azad Hussain,Ali Khan,Omkar Das Manikpuri,Ajaz Khan
-1943,122 min,,,,Najam Naqvi,David Abraham,Azoorie,Durga Khote
-1966,,Action,6,8,J.B.H. Wadia,Feroz Khan,Rajendranath Malhotra,Nasir Hussain
-1996,,Thriller,,,,,,
-2019,,Drama,,,Pavel Singh,Gurinder Azad,B. Harikrishnan,Anjali Jha
-1940,,"Action, Fantasy",,,K. Amarnath,Lala Yaqoob,Indurani,Vatsala Kumthekar
-1955,,Action,,,Majnu,Chandrashekhar,Mahipal,Maruti
-1968,,Action,,,Agha,Nalini Chonkar,Raj Gulshan,Murad
-2013,90 min,Drama,,,Pankaj Purohit,,,
-2008,127 min,"Biography, Drama",6.9,14,Sridhar Allani,Sunil Sharma,Parvati Melton,Surendra Pal
-2006,113 min,"Crime, Drama, Thriller",4.4,460,Anubhav Sinha,Sanjay Dutt,Ameesha Patel,Jaya Prada
,,"Drama, Family",,,Pragyesh Singh,,,
-2004,121 min,"Comedy, Drama",2.6,93,T.L.V. Prasad,Laxmikant Berde,Bobby Darling,Amin Gazi
-2021,,"Romance, Thriller",,,Akashaditya Lama,Ameesha Patel,Rajesh Sharma,Jahangir Khan
-2003,,Thriller,,,Kishan Shah,Satnam Kaur,Ali Khan,Amit Pachori
-2017,101 min,Documentary,7.4,238,Bruce Parry,Mark Ellam,Bruce Parry,Ingrid Lewis
-1985,160 min,"Comedy, Drama, Romance",7.1,104,B.R. Chopra,Ashok Kumar,Rishi Kapoor,Rati Agnihotri
-1948,,Drama,,,S.M. Raza,,,
-1988,,Drama,,,K.S. Thaliya,Leena Das,Vicky Khan,Shavinder Mahal
-1958,,Drama,,,Lekhraj Bhakri,Pradeep Kumar,Shakila,Azra
-1980,103 min,"Crime, Thriller",5.2,20,Sushil Vyas,Indira Bansal,Master Bhagwan,Abhi Bhattacharya
-1954,133 min,"Musical, Romance",6.9,257,Chetan Anand,Dev Anand,Kalpana Kartik,Sheila Ramani
-1973,118 min,Romance,6.3,30,Mohammed Hussain,Ashok Kumar,Nirupa Roy,Bhisham Kohli
-1944,,"Comedy, Musical",2.5,16,S.M. Raza,Dilawar,Baburao Pahelwan,Sulochana Chatterjee
-2021,,Thriller,,,Saumitra Singh,Mahesh Manjrekar,Jagjeet Sandhu,Anangsha Biswas
-2006,116 min,"Comedy, Drama, Thriller",7.3,"9,418",Milan Luthria,John Abraham,Nana Patekar,Sonali Kulkarni
-1958,,,,,Gajanan Jagirdar,Chandrashekhar,Anita Guha,Rajan Haksar
-1977,123 min,"Adventure, Comedy, Drama",6.4,37,Irshad,Amol Palekar,Zaheera,Reena Roy
-2016,136 min,"Drama, Mystery, Thriller",7.3,"12,118",Ribhu Dasgupta,Amitabh Bachchan,Nawazuddin Siddiqui,Vidya Balan
-2009,115 min,"Action, Comedy",4,68,Ajay Chandhok,Sohail Khan,Amrita Arora,Yash Tonk
,120 min,"Comedy, Drama, Romance",,,Jessie Kerry,,,
-2018,93 min,Family,,,Ravneet Kaur,Bhavya Anand,Arjun Aneja,Jagnoor Aneja
-1968,160 min,Comedy,6.8,53,S.S. Balan,S.S. Vasan,Prithviraj Kapoor,Agha
-1953,,Drama,7.3,17,Shantaram Rajaram Vankudre,Karan Dewan,Lalita Kumari,Leela Mishra
-1955,,,,,Hemchandra Chunder,Bharat Bhushan,Hiralal,Nasir Hussain
-1979,,,,,Mohan Choti,Sujit Kumar,Ravindra Mahajani,Anjana Mumtaz
-1973,126 min,"Action, Crime, Drama",5.8,9,Dada Mirasi,Vinod Mehra,Sulochana Latkar,Jeevan
-1965,121 min,"Musical, Romance",6.9,182,Amarjeet,Dev Anand,Nanda,Simi Garewal
-1964,,Drama,,,S.A. Ashokan,Anand Chitragupt,Hemalatha,Ramdas
-1980,,"Action, Comedy, Thriller",3.3,7,Joginder Shelly,Kiran Kumar,Romesh Sharma,Joginder Shelly
-1963,,Documentary,,,Khwaja Ahmad Abbas,,,
-2010,140 min,"Crime, Drama, Thriller",4.1,"1,457",Leena Yadav,Amitabh Bachchan,Madhavan,Shraddha Kapoor
-1965,125 min,"Action, Adventure, Drama",6.3,10,Radhakant,Randhawa,Azaad Irani,Parveen Choudhary
-1955,,Action,,,S. Joshi Dosani,Habib,Nazir Kashmiri,Kesari
-1938,158 min,Adventure,6.4,10,Sarvottam Badami,Sabita Devi,Motilal,Bibbo
-2016,120 min,Drama,7.5,27,Shakirul Alam,Gaurav Chowdhary,Shakirul Alam,Ravi Shankar Chowdhary
-1954,,,,,S.S. Solanki,Neena Maker,Anil Kishore,Kishore Kumar
-2011,,"Comedy, Drama",4.2,325,Mrighdeep Lamba,Om Puri,Deepak Dobriyal,Shreyas Talpade
-2020,,Drama,,,Shashank Dandotiya,Sayyed Irshad Ali Khan,Devasheesh Misra,Rakesh Dandotiya
-1961,,"Action, Adventure, Crime",,,Nanabhai Bhatt,Ameeta,Suresh,Jagdish Raj
-1995,,Action,4.9,11,Ajit Dewani,Shakti Kapoor,Rashid Khan,Shabbir Khan
-1954,,Drama,,,,,,
-1960,,Action,,,Mohammed Hussain,Shashikala,Kamal Mehra,Shyam Kumar
-1955,,"Action, Adventure, Drama",,,Harnam Singh Rawail,Madhubala,Ajit,Chanchal
-1958,,Drama,,,Jaymala Adarsh,Indira Bansal,Mahipal,Nana Palsikar
-2010,135 min,"Comedy, Crime",2.6,"11,981",Farah Khan,Akshay Kumar,Katrina Kaif,Akshaye Khanna
-1955,,Action,,,Agha,Indira Bansal,Jeevan,Iqbal Mishra
-1965,127 min,"Action, Crime, Drama",6.3,17,Mohammed Hussain,Feroz Khan,Shashikala,Shyam Kumar
-1994,160 min,"Comedy, Thriller",5.2,133,Partho Ghosh,Mithun Chakraborty,Chunky Panday,Somy Ali
-1986,,Romance,6.8,14,Krishnakant,Raj Babbar,Smita Patil,Anita Raj
-1976,,Action,,,Indrani Mukherjee,Amrit Pal,Priyadarshini,
-2013,129 min,"Action, Drama, News",,,Sandeep Solanki,Neelam Rawat,Reshma Singh,
-1982,151 min,"Action, Thriller",6.4,73,Subodh Mukherji,Dharmendra,Shatrughan Sinha,Zeenat Aman
-2006,111 min,"Action, Crime, Thriller",2.6,300,Harry Baweja,Sunny Deol,Ameesha Patel,Neha Dhupia
-1966,159 min,"Comedy, Drama, Romance",7.9,746,Basu Bhattacharya,Raj Kapoor,Waheeda Rehman,Dulari
